LOCALITY,ORDER,SUBORDER.SUPERFAMILY,FAMILY,SUBFAMILY.TRIBE,GROUP.NAME,GENUSSPECIES,GENUS,SPECIES,CODE,TAXON.CODE,IDNUMBER,ELEMENT,DESCRIPT,MINIMUM.AGE,MAXIMUM.AGE,AVERAGE.AGE,HYP,HOD,BUN,SF,OT,LOP,LOPT,AL,OL,ALX,LAT,LONG,FORMATION,REFERENCE SECTION,PALEOMAG SECTION
Y0750,Perissodactyla,Chalicotherioidea,Chalicotheriidae,Chalicotheriinae,Anisodontini,Anisodon salinus,Anisodon,salinus,0,45180421    032  023,Y 30504,Lower Premolar,LINC PI      BW,12.74,12.758,12.749,1,1,0,0,0,1,0,1,0,1,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Suoidea,Suidae,Hyotheriinae,Hyotheriinae,Hyotherium pilgrimi,Hyotherium,pilgrimi,0,45170510   ?075  041,Y 30522,Lower Premolar,LINC PI      B,12.74,12.758,12.749,1,1,0,0,0,0,2,1,0,1,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Siamotragulus minimus,Siamotragulus,minimus,0,45171600    352  038,Y 47425,Upper Molar,RINC M3      BW,12.74,12.758,12.749,1,1,0,0,0,2,0,1,0,1,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Suoidea,Suidae,Tetraconodontinae,Tetraconodontinae,Conohyus sindiensis,Conohyus,sindiensis,0,45170530    057  042,Y 30620,Upper Molar,RINC M3      BU,12.74,12.758,12.749,1,1,1,0,0,0,0,0,0,0,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  269,Y 30508,Mandible,LINC P1-M3   BW,12.74,12.758,12.749,1,1,0,0,0,2,0,1,0,1,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus indicus,Sivapithecus,indicus,0,45051010    002  004,Y 28234,Lower Molar,LINC M1      BW,12.74,12.758,12.749,1,1,1,0,0,0,0,0,0,0,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune anthracotheroides,Dorcabune,anthracotheroides,0,45171600    053  040,Y 46642,Astragalus,LINC         B,12.74,12.758,12.749,1,1,0,0,0,0,2,1,0,1,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Sivaceros gradiens,Sivaceros,gradiens,0,45172012    207  024,Y 47314,Horn Core / Ossicone,RINC         B,12.74,12.758,12.749,1,1,0,0,0,2,0,1,1,0,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus nanus,Merycopotamus,nanus,0,45170830    052  035,Y 30500,Lower Molar,RINC M3      B,12.74,12.758,12.749,1,1,0,0,0,0,2,0,1,0,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Suoidea,Suidae,Listriodontinae,Listriodontinae,Listriodon pentapotamiae,Listriodon,pentapotamiae,0,45170520    031  022,Y 30694,Lower Incisior,LINC I1      BU,12.74,12.758,12.749,1,1,0,0,0,0,2,1,0,1,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Elachistoceras khauristanensis,Elachistoceras,khauristanensis,0,45172012  cf033  026,Y 30518,Radius,LPROX        B,12.74,12.758,12.749,2,1,0,0,0,2,0,1,0,1,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Microbunodontinae,Microbunodontinae,Microbunodon silistrense,Microbunodon,silistrense,0,45170820    103  187,Y 30512,Lower Molar,LINC M1      BW,12.74,12.758,12.749,1,1,1,0,0,0,0,0,0,0,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Antilopinae,Tethytragus indet.,Tethytragus,indet.,0,4517204    ?218  017,Y 39223,Lower Premolar,LINC P4      IU,12.74,12.758,12.749,1,1,0,0,0,2,0,1,0,1,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Primates,Strepsirrhini,Sivaladapidae,Sivaladapinae,Sivaladapinae,Sivaladapis palaeindicus,Sivaladapis,palaeindicus,0,45050130    121  012,Y 46458,Mandible,RINC M1-M2   BW,12.74,12.758,12.749,1,1,1,0,0,0,0,0,0,0,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Aceratheriina,Aceratheriina,indet. indet.,indet.,indet.,0,451812121   001  001,Y 32651,Unciform,RINC         B,12.74,12.758,12.749,1,1,0,0,0,1,2,1,1,0,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Brachypotherium perimense,Brachypotherium,perimense,0,451812112   080 ?045,Y 30714,Cuneiform,LCOMP        W,12.74,12.758,12.749,1,1,0,0,0,1,2,1,1,0,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Elasmotheriina,Elasmotheriina,Caementodon oettingenae,Caementodon,oettingenae,0,451812211   193  128,Y 30703,Magnum,LINC         B,12.74,12.758,12.749,3,1,0,0,1,2,0,0,1,0,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0750,Artiodactyla,Giraffoidae,Climacoceratidae,indet.,Climacoceratidae,Orangemeryx indet.,Orangemeryx,indet.,0,4517172    ?364  183,Y 31810,Skull,LINC         B,12.74,12.758,12.749,1,1,0,0,0,2,0,1,0,1,N 32 41.712,E 72 11.166,Chinji,Samriala Nala,Samriala Nala
Y0756,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Strepsiportax gluten,Strepsiportax,gluten,0,45172012    118  149,Y 28096,Skull,LINC         B,11.507,11.597,11.552,1,1,0,0,0,2,0,1,1,0,N 32 42.365,E 72 15.217,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0756,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y 28088,Navicular-Cuboid,RCOMP        U,11.507,11.597,11.552,1,1,0,0,0,2,0,1,0,1,N 32 42.365,E 72 15.217,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0756,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y 28092,Upper Molar,FRAGMI      BW,11.507,11.597,11.552,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,N 32 42.365,E 72 15.217,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0756,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  139,Y 28093,Upper Molar,RINC M3      BW,11.507,11.597,11.552,1,1,0,0,0,2,0,1,0,1,N 32 42.365,E 72 15.217,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0756,Artiodactyla,Suoidea,Suidae,indet.,Suidae,indet. indet.,indet.,indet.,0,451705      001  001,Y 28091,Phalanx,INC MED PROXB,11.507,11.597,11.552,1.1,1.1,0.8,0,0,0,0.4,0.2,0,0,N 32 42.365,E 72 15.217,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0758,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium indet.,Gaindatherium,indet.,0,451812111   082  017,Y 28419,Lower Molar,LINC M3      BW,13.94,14.161,14.051,1,1,0,0,0,1,2,1,1,0,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Artiodactyla,Bovoidea,Bovidae,Hypsodontinae,Hypsodontinae,Hypsodontus sokolovi,Hypsodontus,sokolovi,0,45172070    198  079,Y 30599,Mandible,RINC M2-M3   B,13.94,14.161,14.051,2,1,0,0,0,2,0,1,0,1,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y 28423,Indet. Molar,FRAGMI      W,13.94,14.161,14.051,1.2,3,0,0,0.2,0,6.4,0,1,0,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Artiodactyla,Giraffoidae,Climacoceratidae,indet.,Climacoceratidae,Orangemeryx indet.,Orangemeryx,indet.,0,4517172    ?364  183,Y 30608,Horn Core / Ossicone,FRAG        B,13.94,14.161,14.051,1,1,0,0,0,2,0,1,0,1,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  140,Y 28378,Metatarsal,LINC 3/4     B,13.94,14.161,14.051,1,1,0,0,0,2,0,1,0,1,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Artiodactyla,Suoidea,Suidae,Listriodontinae,Listriodontinae,Listriodon pentapotamiae,Listriodon,pentapotamiae,0,45170520   ?031  022,Y 28440,Phalanx,PROXMED PROXB,13.94,14.161,14.051,1,1,0,0,0,0,2,1,0,1,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Sivaceros antecedens,Sivaceros,antecedens,0,45172012    207  323,Y 28468,Skull,RINC         BJ,13.94,14.161,14.051,1,1,0,0,0,2,0,1,1,0,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Sivoreas eremita,Sivoreas,eremita,0,45172012    200  132,Y 28406,Horn Core / Ossicone,RINC         W,13.94,14.161,14.051,1,1,0,0,0,2,0,1,1,0,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Artiodactyla,Giraffoidae,Giraffidae,Okapiinae,Okapiinae,Ua pilbeami,Ua,pilbeami,0,45171734  cf374  095,Y 28473,Lower Molar,LCOMPMI      UW,13.94,14.161,14.051,1,1,0,0,0,2,0,1,0,1,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Siamotragulus indet.,Siamotragulus,indet.,0,45171600    352  268,Y 32627,Astragalus,LINC         B,13.94,14.161,14.051,1,1,0,0,0,2,0,1,0,1,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0758,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Chilotherium intermedium,Chilotherium,intermedium,0,451812112   267  046,Y 28391,Cuboid,RINC         W,13.94,14.161,14.051,1,1,0,0,0,1,2,1,1,0,N 32 41.324,E 72 12.165,Chinji,Samriala Nala,Kanatti (Upper)
Y0760,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Libytherium indet.,Libytherium,indet.,0,45171735    107  182,Y 32610,Magnum-Trapezoid,LINC         B,11.896,12.108,12.002,1,1,0,0,0,2,0,1,0,1,N 32 42.153,E 72 11.345,Chinji,Samriala Nala,Samriala Nala
Y0760,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune anthracotheroides,Dorcabune,anthracotheroides,0,45171600    053  040,Y 31817,Mandible,LINC M3      BW,11.896,12.108,12.002,1,1,0,0,0,0,2,1,0,1,N 32 42.153,E 72 11.345,Chinji,Samriala Nala,Samriala Nala
Y0760,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y 32612,Phalanx,COMPLAT MED U,11.896,12.108,12.002,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,N 32 42.153,E 72 11.345,Chinji,Samriala Nala,Samriala Nala
Y0760,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,Y 32603,Astragalus,LCOMP        U,11.896,12.108,12.002,1.9,1,0,0.1,0,2,0,0.9,0.6,0,N 32 42.153,E 72 11.345,Chinji,Samriala Nala,Samriala Nala
Y0760,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  140,Y 31818,Humerus,RDIST        B,11.896,12.108,12.002,1,1,0,0,0,2,0,1,0,1,N 32 42.153,E 72 11.345,Chinji,Samriala Nala,Samriala Nala
Y0761,Artiodactyla,Bovoidea,Bovidae,Hypsodontinae,Hypsodontinae,Hypsodontus sokolovi,Hypsodontus,sokolovi,0,45172070    198  079,Y 31345,Astragalus,LINC         UJ,14.009,14.194,14.102,2,1,0,0,0,2,0,1,0,1,N 32 41.157,E 72 15.548,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0761,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  140,Y 31336,Astragalus,LINC         B,14.009,14.194,14.102,1,1,0,0,0,2,0,1,0,1,N 32 41.157,E 72 15.548,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0761,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus nanus,Merycopotamus,nanus,0,45170830    052  035,Y 31334,Phalanx,COMPMED DISTU,14.009,14.194,14.102,1,1,0,0,0,0,2,0,1,0,N 32 41.157,E 72 15.548,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0761,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y 31337,Navicular-Cuboid,RFRAG        B,14.009,14.194,14.102,1,1,0,0,0,2,0,1,0,1,N 32 41.157,E 72 15.548,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0761,Artiodactyla,Suoidea,Suidae,Listriodontinae,Listriodontinae,Listriodon pentapotamiae,Listriodon,pentapotamiae,0,45170520    031  022,Y 31335,Upper Molar,INC MI      BU,14.009,14.194,14.102,1,1,0,0,0,0,2,1,0,1,N 32 41.157,E 72 15.548,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0761,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y 31332,Lower Premolar,RINC DP1     BW,14.009,14.194,14.102,1.2,3,0,0,0.2,0,6.4,0,1,0,N 32 41.157,E 72 15.548,Chinji,Kanatti (Upper),Kanatti (Upper)
Y0767,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Elasmotheriina,Elasmotheriina,Caementodon oettingenae,Caementodon,oettingenae,0,451812211   193  128,Y 31119,Lower Premolar,LINC P4      BW,12.32,12.421,12.371,3,1,0,0,1,2,0,0,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Perissodactyla,Chalicotherioidea,Chalicotheriidae,Chalicotheriinae,Anisodontini,Anisodon salinus,Anisodon,salinus,0,45180421    032  023,Y 31100,Lower Premolar,LINC PI      UW,12.32,12.421,12.371,1,1,0,0,0,1,0,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune anthracotheroides,Dorcabune,anthracotheroides,0,45171600    053  040,Y 31097,Metapodial,DISTMED     B,12.32,12.421,12.371,1,1,0,0,0,0,2,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus nanus,Merycopotamus,nanus,0,45170830    052  035,Y 31110,Metapodial,DISTMED     B,12.32,12.421,12.371,1,1,0,0,0,0,2,0,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,Y 31109,Femur,RDIST        B,12.32,12.421,12.371,1.9,1,0,0.1,0,2,0,0.9,0.6,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  140,Y 31098,Navicular-Cuboid,RINC         B,12.32,12.421,12.371,1,1,0,0,0,2,0,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus indicus,Sivapithecus,indicus,0,45051010    002  004,Y 31101,Upper Molar,LINC MI      BU,12.32,12.421,12.371,1,1,1,0,0,0,0,0,0,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Proboscidea,Elephantoidea,Stegodontidae,Stegodontinae,Stegodontidae,Stegolophodon stegodontoides,Stegolophodon,stegodontoides,0,45152235   ?068cf154,Y 31122,Lower Premolar,LINC DP3     BW,12.32,12.421,12.371,1,3,0,0,0,0,5,0,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Brachypotherium perimense,Brachypotherium,perimense,0,451812112   080  045,Y 31108,Upper Molar,LINC M2      BW,12.32,12.421,12.371,1,1,0,0,0,1,2,1,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Artiodactyla,Suoidea,Suidae,Listriodontinae,Listriodontinae,Listriodon pentapotamiae,Listriodon,pentapotamiae,0,45170520    031  022,Y 31103,Upper Premolar,LINC P4      BW,12.32,12.421,12.371,1,1,0,0,0,0,2,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0767,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y 31102,Mandible,RINC M1-M3   BU,12.32,12.421,12.371,1,1,0,0,0,2,0,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0771,Artiodactyla,Suoidea,Suidae,indet.,Suidae,indet. indet.,indet.,indet.,0,451705      001  001,Y 31232,Lower Molar,FRAGMI      BW,12.352,12.432,12.392,1.1,1.1,0.8,0,0,0,0.4,0.2,0,0,N 32 43.926,E 72 29.178,Chinji,Gambhir Section,Gambhir Section
Y0771,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,Y 31223,Upper Molar,LINC MI      BW,12.352,12.432,12.392,1.9,1,0,0.1,0,2,0,0.9,0.6,0,N 32 43.926,E 72 29.178,Chinji,Gambhir Section,Gambhir Section
Y0771,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  139,Y 31231,Navicular-Cuboid,LCOMP        U,12.352,12.432,12.392,1,1,0,0,0,2,0,1,0,1,N 32 43.926,E 72 29.178,Chinji,Gambhir Section,Gambhir Section
Y0771,Proboscidea,indet.,indet.,indet.,Proboscidea,indet. indet.,indet.,indet.,0,4515        001  001,Y 31227,Indet. Molar,FRAGMI      B,12.352,12.432,12.392,1,1,0,0,0,0,2,1,0,1,N 32 43.926,E 72 29.178,Chinji,Gambhir Section,Gambhir Section
Y0771,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,Y 31222,Indet. Molar,FRAGMI      BW,12.352,12.432,12.392,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,N 32 43.926,E 72 29.178,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Suoidea,Suidae,Listriodontinae,Listriodontinae,Listriodon pentapotamiae,Listriodon,pentapotamiae,0,45170520    031  022,Y 31235,Mandible,RINC M3      BW,12.32,12.421,12.371,1,1,0,0,0,0,2,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y 31663,Indet. Premolar,INC PI      BV,12.32,12.421,12.371,1.2,3,0,0,0.2,0,6.4,0,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Microbunodontinae,Microbunodontinae,Microbunodon silistrense,Microbunodon,silistrense,0,45170820    103  187,Y 31696,Cuneiform,LCOMP        W,12.32,12.421,12.371,1,1,1,0,0,0,0,0,0,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Suoidea,Suidae,Hyotheriinae,Hyotheriinae,Hyotherium pilgrimi,Hyotherium,pilgrimi,0,45170510   ?075  041,Y 31236,Lower Molar,LINC M3      BW,12.32,12.421,12.371,1,1,0,0,0,0,2,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Helicoportax praecox,Helicoportax,praecox,0,45172012    204  135,Y 31632,Horn Core / Ossicone,LINC         B,12.32,12.421,12.371,1,1,0,0,0,2,0,1,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y 31642,Maxilla,RINC MI      BW,12.32,12.421,12.371,1,1,0,0,0,2,0,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  139,Y 31693,Tibia,LDIST        B,12.32,12.421,12.371,1,1,0,0,0,2,0,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Suoidea,Suidae,Tetraconodontinae,Tetraconodontinae,Conohyus sindiensis,Conohyus,sindiensis,0,45170530   ?057  042,Y 31629,Navicular,RINC         U,12.32,12.421,12.371,1,1,1,0,0,0,0,0,0,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Brachypotherium perimense,Brachypotherium,perimense,0,451812112   080  045,Y 31668,Metapodial,INC 3RD     B,12.32,12.421,12.371,1,1,0,0,0,1,2,1,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune anthracotheroides,Dorcabune,anthracotheroides,0,45171600    053  040,Y 31705,Mandible,RINC P3-M3   BW,12.32,12.421,12.371,1,1,0,0,0,0,2,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Rhinocerotina,Rhinocerotina,Gaindatherium indet.,Gaindatherium,indet.,0,451812111   082  183,Y 31660,Unciform,RINC         B,12.32,12.421,12.371,1,1,0,0,0,1,2,1,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Perissodactyla,Chalicotherioidea,Chalicotheriidae,indet.,Chalicotheriidae,indet. indet.,indet.,indet.,0,451804      001  001,Y 31671,Phalanx,INC 3RD MED U,12.32,12.421,12.371,1,1,0,0,0,1,0,1,0,1,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus nanus,Merycopotamus,nanus,0,45170830    052  035,Y 31625,Phalanx,PROXMED PROXB,12.32,12.421,12.371,1,1,0,0,0,0,2,0,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0772,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Sivaceros gradiens,Sivaceros,gradiens,0,45172012    207  024,Y 31670,Skull,RINC         B,12.32,12.421,12.371,1,1,0,0,0,2,0,1,1,0,NA,NA,Chinji,Gambhir Section,Gambhir Section
Y0775,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune anthracotheroides,Dorcabune,anthracotheroides,0,45171600    053  040,Y 32787,Upper Molar,LFRAGMI      BW,12.239,12.396,12.318,1,1,0,0,0,0,2,1,0,1,N 32 42.112,E 72 24.829,Chinji,Rata Dala Nala,Rata Dala Nala
Y0775,Artiodactyla,Suoidea,Suidae,Tetraconodontinae,Tetraconodontinae,Conohyus sindiensis,Conohyus,sindiensis,0,45170530   ?057  042,Y 31576,Upper Molar,RINC MI      BW,12.239,12.396,12.318,1,1,1,0,0,0,0,0,0,0,N 32 42.112,E 72 24.829,Chinji,Rata Dala Nala,Rata Dala Nala
Y0775,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  307,Y 32780,Navicular-Cuboid,LINC         B,12.239,12.396,12.318,1,1,0,0,0,2,0,1,0,1,N 32 42.112,E 72 24.829,Chinji,Rata Dala Nala,Rata Dala Nala
Y0775,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus indicus,Sivapithecus,indicus,0,45051010    002  004,Y 31565,Lower Premolar,RINC P4      BW,12.239,12.396,12.318,1,1,1,0,0,0,0,0,0,0,N 32 42.112,E 72 24.829,Chinji,Rata Dala Nala,Rata Dala Nala
Y0775,Primates,Strepsirrhini,Sivaladapidae,Sivaladapinae,Sivaladapinae,Sivaladapis palaeindicus,Sivaladapis,palaeindicus,0,45050130    121  012,Y 31881,Lower Molar,LINC M3      BW,12.239,12.396,12.318,1,1,1,0,0,0,0,0,0,0,N 32 42.112,E 72 24.829,Chinji,Rata Dala Nala,Rata Dala Nala
Y0775,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus nanus,Merycopotamus,nanus,0,45170830    052  035,Y 32788,Lower Premolar,LFRAGPI      BW,12.239,12.396,12.318,1,1,0,0,0,0,2,0,1,0,N 32 42.112,E 72 24.829,Chinji,Rata Dala Nala,Rata Dala Nala
Y0775,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Sivaceros gradiens,Sivaceros,gradiens,0,45172012    207  024,Y 32772,Skull,LINC         BJ,12.239,12.396,12.318,1,1,0,0,0,2,0,1,1,0,N 32 42.112,E 72 24.829,Chinji,Rata Dala Nala,Rata Dala Nala
Y0775,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Brachypotherium perimense,Brachypotherium,perimense,0,451812112   080  045,Y 31577,Lower Premolar,RINC P4      B,12.239,12.396,12.318,1,1,0,0,0,1,2,1,1,0,N 32 42.112,E 72 24.829,Chinji,Rata Dala Nala,Rata Dala Nala
