LOCALITY,ORDER,SUBORDER.SUPERFAMILY,FAMILY,SUBFAMILY.TRIBE,GROUP.NAME,GENUSSPECIES,GENUS,SPECIES,CODE,TAXON.CODE,IDNUMBER,ELEMENT,DESCRIPT,MINIMUM.AGE,MAXIMUM.AGE,AVERAGE.AGE,HYP,HOD,BUN,SF,OT,LOP,LOPT,AL,OL,ALX,LAT,LONG,FORMATION,REFERENCE SECTION,PALEOMAG SECTION
KL021,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,indet. indet.,indet.,indet.,0,45172012    001  001,Y 16466,Maxilla,LINC DP4-M1  BW,8.077,8.159,8.118,1.2,1,0,0,0,2,0,1,0.7,0,NA,NA,Dhok Pathan,Kaulial Kas,Kaulial Kas
KL021,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,Y 16465,Indet. Molar,FRAGMI      BW,8.077,8.159,8.118,1.2,3,0,0,0.2,0,6.4,0,1,0,NA,NA,Dhok Pathan,Kaulial Kas,Kaulial Kas
KL021,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,Y 16472,Upper Incisor,RINC I1      BW,8.077,8.159,8.118,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Kaulial Kas,Kaulial Kas
KL021,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Cremohipparion antelopinum,Cremohipparion,antelopinum,0,45180221    063  175,Y 16467,Upper Premolar,RINC P3      BW,8.077,8.159,8.118,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Kaulial Kas,Kaulial Kas
KL021,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus perimensis,Sivalhippus,perimensis,0,45180221    062  263,Y 16468,Lower Premolar,LINC P4      BW,8.077,8.159,8.118,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Kaulial Kas,Kaulial Kas
KL021,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Libytherium indet.,Libytherium,indet.,0,45171735    107  182,Y 16473,Lower Premolar,LINC P4      BV,8.077,8.159,8.118,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Kaulial Kas,Kaulial Kas
L0012,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,indet. indet.,indet.,indet.,0,45180221    001  001,L 20000,Lower Molar,LINC M3      BW,7.843,8.077,7.96,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan
L0012,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,L 49796,Upper Molar,RFRAGMI      BW,7.843,8.077,7.96,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan
L0012,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,L 20019,Upper Premolar,LINC P4      BW,7.843,8.077,7.96,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan
L0012,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Reduncini,Kobus indet.,Kobus,indet.,0,45172043    324  182,L 19614,Maxilla,BINC P2-M3   BW,7.843,8.077,7.96,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan
L0012,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Selenoportax indet.,Selenoportax,indet.,0,45172012    036  017,L 49744,Maxilla,LFRAGMI      BV,7.843,8.077,7.96,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan
L0012,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax dhokpathanensis,Pachyportax,dhokpathanensis,0,45172013    206  235,L 20022,Lower Molar,RINC MI      B,7.843,8.077,7.96,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dhok Pathan,Dhok Pathan
L0021,Artiodactyla,Suoidea,Suidae,Listriodontinae,Listriodontinae,Listriodon pentapotamiae,Listriodon,pentapotamiae,0,45170520    031  022,L 19373,Lower Premolar,LINC P2      BW,11.38,11.428,11.404,1,1,0,0,0,0,2,1,0,1,N 32 41.880,E 72 19.943,Chinji,Hutch Nala,Hutch Nala
L0021,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Siamotragulus indet.,Siamotragulus,indet.,0,45171600    352  268,L 33154,Maxilla,RINC M3      BW,11.38,11.428,11.404,1,1,0,0,0,2,0,1,0,1,N 32 41.880,E 72 19.943,Chinji,Hutch Nala,Hutch Nala
L0021,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  139,L 19370,Mandible,LINC DP2-M2  BE,11.38,11.428,11.404,1,1,0,0,0,2,0,1,0,1,N 32 41.880,E 72 19.943,Chinji,Hutch Nala,Hutch Nala
L0021,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus indicus,Sivapithecus,indicus,0,45051010    002  004,L 13813,Lower Molar,LINC M1      UU,11.38,11.428,11.404,1,1,1,0,0,0,0,0,0,0,N 32 41.880,E 72 19.943,Chinji,Hutch Nala,Hutch Nala
L0021,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Brachypotherium indet.,Brachypotherium,indet.,0,451812112   080  017,L 19794,Upper Premolar,RINC PI      BW,11.38,11.428,11.404,1,1,0,0,0,1,2,1,1,0,N 32 41.880,E 72 19.943,Chinji,Hutch Nala,Hutch Nala
L0022,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune nagrii,Dorcabune,nagrii,0,45171600    053  036,L 33168,Lower Premolar,LINC P3      BU,11.79,11.921,11.856,1,1,0,0,0,0,2,1,0,1,N 32 41.533,E 72 19.116,Chinji,Hutch Nala,Hutch Nala
L0022,Artiodactyla,Suoidea,Suidae,indet.,Suidae,indet. indet.,indet.,indet.,0,451705      001  001,L 13809,Upper Canine,LINC C       BW,11.79,11.921,11.856,1.1,1.1,0.8,0,0,0,0.4,0.2,0,0,N 32 41.533,E 72 19.116,Chinji,Hutch Nala,Hutch Nala
L0022,Proboscidea,Gomphotherioidea,Gomphotheriidae,Choerolophdontinae,Choerolophodon-group,Choerolophodon corrugatus,Choerolophodon,corrugatus,0,4515221     066  152,L 19389,Upper Premolar,RINC DP3     BW,11.79,11.921,11.856,2,3,0,0,1,0,4,0,1,0,N 32 41.533,E 72 19.116,Chinji,Hutch Nala,Hutch Nala
L0022,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,L 19396,Upper Molar,LINC MI      BV,11.79,11.921,11.856,1.9,1,0,0.1,0,2,0,0.9,0.6,0,N 32 41.533,E 72 19.116,Chinji,Hutch Nala,Hutch Nala
L0022,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  139,L 33168,Lower Molar,LINC MI      BW,11.79,11.921,11.856,1,1,0,0,0,2,0,1,0,1,N 32 41.533,E 72 19.116,Chinji,Hutch Nala,Hutch Nala
L0033,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054 ?269,L 19300,Maxilla,LINC M1-M2   BW,13.238,13.433,13.336,1,1,0,0,0,2,0,1,0,1,NA,NA,Chinji,IR-1,IR-1
L0033,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,L 19297,Upper Molar,RINC MI      BW,13.238,13.433,13.336,1.9,1,0,0.1,0,2,0,0.9,0.6,0,NA,NA,Chinji,IR-1,IR-1
L0033,Artiodactyla,Suoidea,Suidae,Listriodontinae,Listriodontinae,Listriodon pentapotamiae,Listriodon,pentapotamiae,0,45170520    031  022,L 19304,Lower Premolar,LINC DP4     BW,13.238,13.433,13.336,1,1,0,0,0,0,2,1,0,1,NA,NA,Chinji,IR-1,IR-1
L0033,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcabune anthracotheroides,Dorcabune,anthracotheroides,0,45171600    053  040,L 19327,Upper Molar,LINC M3      BW,13.238,13.433,13.336,1,1,0,0,0,0,2,1,0,1,NA,NA,Chinji,IR-1,IR-1
L0072,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Reduncini,Kobus indet.,Kobus,indet.,0,45172043    324  182,L 19853,Upper Molar,LINC MI      BW,7.208,7.444,7.326,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0072,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Selenoportax indet.,Selenoportax,indet.,0,45172012    036  017,L 19859,Mandible,RINC M3      BW,7.208,7.444,7.326,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0072,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax dhokpathanensis,Pachyportax,dhokpathanensis,0,45172013    206  235,L 19497,Maxilla,RINC M1-M2   IW,7.208,7.444,7.326,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0072,Artiodactyla,Hippopotamoidea,Hippopotamidae,indet.,Hippopotamidae,indet. indet.,indet.,indet.,0,45170900    001  001,L 19842,Lower Molar,INC MI      B,7.208,7.444,7.326,1,1,0,0,0,0,2,0,1,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0072,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,indet. indet.,indet.,indet.,0,45180221    001  001,L 19862,Upper Premolar,LINC P2      UW,7.208,7.444,7.326,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0072,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,L     0,Upper Incisor,RINC I2      BW,7.208,7.444,7.326,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0072,Proboscidea,Elephantoidea,Stegodontidae,Stegodontinae,Stegodontidae,Stegolophodon stegodontoides,Stegolophodon,stegodontoides,0,45152235   ?068cf154,L 19844,Upper Premolar,INC P4      BW,7.208,7.444,7.326,1,3,0,0,0,0,5,0,1,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0072,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,L 33157,Lower Molar,RINC MI      BW,7.208,7.444,7.326,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0072,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,Teleoceratina,Teleoceratina,Brachypotherium indet.,Brachypotherium,indet.,0,451812112   080  017,L 19843,Upper Molar,RINC MI      BW,7.208,7.444,7.326,1,1,0,0,0,1,2,1,1,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0075,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,L     0,Upper Incisor,LINC I1      BU,7.645,8.374,8.01,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0075,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,L,Lower Premolar,RINC P4      BW,7.645,8.374,8.01,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0075,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax dhokpathanensis,Pachyportax,dhokpathanensis,0,45172013    206  235,L 19546,Upper Premolar,LINC P2      BW,7.645,8.374,8.01,3,1,0,1,0,2,0,0,1,0,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0075,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium indet.,Dorcatherium,indet.,0,45171600    054  168,L 19548,Upper Molar,RINC MI      BW,7.645,8.374,8.01,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0075,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Selenoportax indet.,Selenoportax,indet.,0,45172012    036  017,L 19550,Lower Premolar,RINC P3      BW,7.645,8.374,8.01,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Dhok Saira,Dhok Saira
L0082,Perissodactyla,Chalicotherioidea,Chalicotheriidae,Chalicotheriinae,Anisodontini,Anisodon salinus,Anisodon,salinus,0,45180421    032  023,L 19686,Mandible,LINC P2-M2   BW,7.316,7.414,7.365,1,1,0,0,0,1,0,1,0,1,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0082,Artiodactyla,Bovoidea,Bovidae,Bovinae,Boselaphini,Selenoportax indet.,Selenoportax,indet.,0,45172012    036  017,L 19696,Lower Premolar,LINC P4      BW,7.316,7.414,7.365,1,1,0,0,0,2,0,1,0,1,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0082,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus dissimilus,Merycopotamus,dissimilis,0,45170830    052  069,L 19714,Mandible,LINC P3-M2   BW,7.316,7.414,7.365,1,1,0,0,0,0,2,0,1,0,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0082,Artiodactyla,Bovoidea,Bovidae,Bovinae,?Bovini,Pachyportax dhokpathanensis,Pachyportax,dhokpathanensis,0,45172013    206  235,L 19719,Upper Molar,LINC M3      BW,7.316,7.414,7.365,3,1,0,1,0,2,0,0,1,0,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0082,Artiodactyla,Bovoidea,Bovidae,Hippotraginae,Hippotragini,indet. indet.,indet.,indet.,0,45172032    001  001,L 19688,Mandible,RINC M1-M3   B,7.316,7.414,7.365,3,1,0,1,0,2,0,0,1,0,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0082,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,L     0,Indet. Canine,FRAGC       BW,7.316,7.414,7.365,1,1,1,0,0,0,0,0,0,0,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0082,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,L     0,Upper Incisor,LINC I1      UW,7.316,7.414,7.365,1,1,1,0,0,0,0,0,0,0,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0082,Proboscidea,Elephantoidea,indet.,indet.,Elephantoidea,indet. indet.,indet.,indet.,0,45152       001  001,L 19711,Upper Premolar,FRAGDP4     BU,7.316,7.414,7.365,1.2,3,0,0,0.2,0,6.4,0,1,0,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0082,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,L 19700,Maxilla,RINC M2-M3   BW,7.316,7.414,7.365,1,1,0,0,0,2,0,1,0,1,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0082,Proboscidea,Gomphotherioidea,Gomphotheriidae,Choerolophdontinae,Choerolophodon-group,Choerolophodon corrugatus,Choerolophodon,corrugatus,0,4515221     066  152,L 19716,Lower Premolar,RINC DP3     UW,7.316,7.414,7.365,2,3,0,0,1,0,4,0,1,0,N 32 48.766,E 73 19.807,Dhok Pathan,Hasnot-SW,Dhok Saira
L0094,Perissodactyla,Rhinocerotoidea,Rhinocerotidae,indet.,Rhinocerotidae,indet. indet.,indet.,indet.,0,451812      001  001,L 19790,Upper Molar,RINC MI      BW,10.143,10.313,10.228,1.2,1,0,0,0.1,1.1,1.9,0.9,1,0,NA,NA,Nagri,Dhala Nala (Lower),Dhala Nala (Lower)
L0094,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,indet. indet.,indet.,indet.,0,45180221    001  001,L 19814,Lower Molar,RINC MI      BW,10.143,10.313,10.228,3,1,0,0,1,2,0,0,1,0,NA,NA,Nagri,Dhala Nala (Lower),Dhala Nala (Lower)
L0094,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus medioximus,Merycopotamus,medioximus,0,45170830    052  200,L 19410,Mandible,LINC DP4-M2  BU,10.143,10.313,10.228,1,1,0,0,0,0,2,0,1,0,NA,NA,Nagri,Dhala Nala (Lower),Dhala Nala (Lower)
L0094,Primates,Euprimates,Hominidae,Sugrivapithecini,"Hominoidea, i.s.",Sivapithecus sivalensis,Sivapithecus,sivalensis,0,45051010    002  002,L 13811,Mandible,LINC I2-M2   BW,10.143,10.313,10.228,1,1,1,0,0,0,0,0,0,0,NA,NA,Nagri,Dhala Nala (Lower),Dhala Nala (Lower)
L0094,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,L 19793,Mandible,LINC MI      BW,10.143,10.313,10.228,1,1,0,0,0,2,0,1,0,1,NA,NA,Nagri,Dhala Nala (Lower),Dhala Nala (Lower)
L0094,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Sivahyus punjabiensis,Sivahyus,punjabiensis,0,45170550    079  020,L 13812,Skull,BINC P3-M3   BU,10.143,10.313,10.228,1,1,1,0,0,0,0,0,0,0,NA,NA,Nagri,Dhala Nala (Lower),Dhala Nala (Lower)
L0094,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippopotamodon sivalense,Hippopotamodon,sivalense,0,45170550    038  007,L 19792,Lower Molar,LINC M1      BV,10.143,10.313,10.228,1,1,1,0,0,0,0,0,0,0,NA,NA,Nagri,Dhala Nala (Lower),Dhala Nala (Lower)
L0094,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,L 33165,Mandible,RINC DP3-DP4 BW,10.143,10.313,10.228,1.9,1,0,0.1,0,2,0,0.9,0.6,0,NA,NA,Nagri,Dhala Nala (Lower),Dhala Nala (Lower)
L0101,Artiodactyla,Suoidea,Suidae,Tetraconodontinae,Tetraconodontinae,Sivachoerus prior,Sivachoerus,prior,0,45170530    077  044,L 39834,Lower Premolar,RINC P3      BU,3.225,3.375,3.3,1,1,1,0,0,0,0,0,0,0,NA,NA,Tatrot,Tatrot,Tatrot
L0101,Proboscidea,indet.,indet.,indet.,Proboscidea,indet. indet.,indet.,indet.,0,4515        001  001,L 19132,Indet. Molar,INC MI      IW,3.225,3.375,3.3,1,1,0,0,0,0,2,1,0,1,NA,NA,Tatrot,Tatrot,Tatrot
L0101,Artiodactyla,Bovoidea,Bovidae,Antilopinae,Reduncini,indet. indet.,indet.,indet.,0,45172043    001  001,L 19175,Horn Core / Ossicone,RINC         B,3.225,3.375,3.3,3,1,0,1,0,2,0,0,1,0,NA,NA,Tatrot,Tatrot,Tatrot
L0101,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Vishnumeryx daviesi,Vishnumeryx,daviesi,0,45171600    185  287,L 19129,Maxilla,LINC DP3-M2  BW,3.225,3.375,3.3,1,1,0,0,0,2,0,1,0,1,NA,NA,Tatrot,Tatrot,Tatrot
L0101,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippohyus sivalensis,Hippohyus,sivalensis,0,45170550    078  002,L 19101,Maxilla,LINC P3-M1   BV,3.225,3.375,3.3,1,1,1,0,0,0,0,0,0,0,NA,NA,Tatrot,Tatrot,Tatrot
L0101,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Sus indet.,Sus,indet.,0,45170550   ?065  085,L 19203,Mandible,LINC P3-M3   BW,3.225,3.375,3.3,1,1,1,0,0,0,0,0,0,0,NA,NA,Tatrot,Tatrot,Tatrot
L0101,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Sivahyus punjabiensis,Sivahyus,punjabiensis,0,45170550    079  020,L 19149,Mandible,LINC P4-M3   BW,3.225,3.375,3.3,1,1,1,0,0,0,0,0,0,0,NA,NA,Tatrot,Tatrot,Tatrot
L0101,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550  cf056  028,L 19780,Lower Molar,RINC M3      BW,3.225,3.375,3.3,1,1,1,0,0,0,0,0,0,0,NA,NA,Tatrot,Tatrot,Tatrot
L0101,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Kolpochoerus indet.,Kolpochoerus,indet.,0,45170550  cf092  017,L 19099,Mandible,RINC P3-M3   BW,3.225,3.375,3.3,2,2,0,0,0,0,0,0,0,0,NA,NA,Tatrot,Tatrot,Tatrot
L0102,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,L 19115,Upper Molar,LINC MI      B,3.225,3.375,3.3,1.9,1,0,0.1,0,2,0,0.9,0.6,0,NA,NA,Tatrot,Tatrot,Tatrot
L0102,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Sus indet.,Sus,indet.,0,45170550   ?065  085,L 19104,Mandible,RINC P3-M3   BW,3.225,3.375,3.3,1,1,1,0,0,0,0,0,0,0,NA,NA,Tatrot,Tatrot,Tatrot
L0102,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Vishnumeryx daviesi,Vishnumeryx,daviesi,0,45171600    185  287,L 19142,Upper Molar,RINC MI      BW,3.225,3.375,3.3,1,1,0,0,0,2,0,1,0,1,NA,NA,Tatrot,Tatrot,Tatrot
L0102,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Hippohyus sivalensis,Hippohyus,sivalensis,0,45170550    078  002,L 19106,Maxilla,LINC P4-M2   WW,3.225,3.375,3.3,1,1,1,0,0,0,0,0,0,0,NA,NA,Tatrot,Tatrot,Tatrot
L0102,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,indet. indet.,indet.,indet.,0,45180221    001  001,L 19133,Mandible,LINC M1-M3   IU,3.225,3.375,3.3,3,1,0,0,1,2,0,0,1,0,NA,NA,Tatrot,Tatrot,Tatrot
L0102,Artiodactyla,Hippopotamoidea,Anthracotheriidae,Bothriodontinae,Bothriodontinae,Merycopotamus dissimilus,Merycopotamus,dissimilis,0,45170830    052  069,L 19823,Mandible,LINC M3      BW,3.225,3.375,3.3,1,1,0,0,0,0,2,0,1,0,NA,NA,Tatrot,Tatrot,Tatrot
L0102,Artiodactyla,Suoidea,Suidae,Tetraconodontinae,Tetraconodontinae,Sivachoerus prior,Sivachoerus,prior,0,45170530    077  044,L 19757,Lower Molar,LINC M3      UU,3.225,3.375,3.3,1,1,1,0,0,0,0,0,0,0,NA,NA,Tatrot,Tatrot,Tatrot
ML005,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,Y 14855,Mandible,LINC MI      BW,8.661,8.791,8.726,1.9,1,0,0.1,0,2,0,0.9,0.6,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML005,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,indet. indet.,indet.,indet.,0,45180221    001  001,Y 14856,Upper Molar,LINC MI      BW,8.661,8.791,8.726,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML005,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,Propotomochoerus hysudricus,Propotomochoerus,hysudricus,0,45170550    056  028,Y 14965,Navicular,RINC         B,8.661,8.791,8.726,1,1,1,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML005,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Bramatherium megacephalum,Bramatherium,megacephalum,0,45171735    050  034,Y 14959,Phalanx,INC MED PROXB,8.661,8.791,8.726,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML005,Artiodactyla,Traguloidea,Tragulidae,indet.,Tragulidae,Dorcatherium majus,Dorcatherium,majus,0,45171600    054  037,Y 14961,Metacarpal,DISTMED     U,8.661,8.791,8.726,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML005,Artiodactyla,Giraffoidae,Giraffidae,Sivatheriinae,Sivatheriinae,Libytherium proton,Libytherium,proton,0,45171735    107  279,Y 14960,Horn Core / Ossicone,INC         B,8.661,8.791,8.726,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML005,Proboscidea,indet.,indet.,indet.,Proboscidea,indet. indet.,indet.,indet.,0,4515        001  001,Y 14857,Indet. Incisor,INC II      B,8.661,8.791,8.726,1,1,0,0,0,0,2,1,0,1,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML006,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,Y 15024,Astragalus,RINC         B,8.733,8.987,8.86,1.9,1,0,0.1,0,2,0,0.9,0.6,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML006,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Sivalhippus perimensis,Sivalhippus,perimensis,0,45180221    062cf263,Y 15019,Lower Premolar,RINC P2      BW,8.733,8.987,8.86,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML006,Artiodactyla,Giraffoidae,indet.,indet.,Giraffoidae,indet. indet.,indet.,indet.,0,451717      001  001,Y 15016,Cuneiform,RCOMP        U,8.733,8.987,8.86,1,1,0,0,0,2,0,1,0,1,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML006,Perissodactyla,Equoidea,Equidae,Hipparionini,Hipparionini,Cremohipparion antelopinum,Cremohipparion,antelopinum,0,45180221    063  175,Y 15022,Calcaneum,LCOMP        U,8.733,8.987,8.86,3,1,0,0,1,2,0,0,1,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
ML006,Artiodactyla,Suoidea,Suidae,Suinae,Suinae,indet. indet.,indet.,indet.,0,45170550    245  018,Y 14958,Lower Molar,RINC M3      WW,8.733,8.987,8.86,1.1,1.1,0.9,0,0,0,0,0,0,0,NA,NA,Dhok Pathan,Malhuwala Kas,Malhuwala Kas
RK001,Artiodactyla,Bovoidea,Bovidae,indet.,Bovidae,indet. indet.,indet.,indet.,0,451720      001  001,Y 16423,Lower Premolar,LINC P4      BW,10.361,10.48,10.421,1.9,1,0,0.1,0,2,0,0.9,0.6,0,N 33 21.404,E 72 37.684,Nagri,Ratha Kas,Ratha Kas
